sfla,BuildingType,LocationType
1100.0,Single Family Home,In-County
1710.0,Single Family Home,In-County
1200.0,Single Family Home,Out of State
960.0,Single Family Home,In-County
2793.0,Single Family Home,In-County
953.0,Single Family Home,In-County
1000.0,Single Family Home,In-County
1752.0,Single Family Home,In-County
1664.0,Single Family Home,In-County
1145.0,Single Family Home,In-County
1754.0,Single Family Home,In-State (Out of County)
1799.0,Single Family Home,In-County
2228.0,Single Family Home,In-County
1056.0,Single Family Home,In-County
1575.0,Single Family Home,In-State (Out of County)
2566.0,Single Family Home,In-County
1976.0,Single Family Home,In-County
1344.0,Single Family Home,In-County
1360.0,Single Family Home,In-County
960.0,Single Family Home,In-State (Out of County)
960.0,Single Family Home,Out of State
2382.0,Single Family Home,In-County
1728.0,Single Family Home,In-State (Out of County)
1580.0,Single Family Home,In-State (Out of County)
1405.0,Single Family Home,In-County
1512.0,Single Family Home,In-County
1830.0,Single Family Home,In-County
1008.0,Single Family Home,Out of State
1512.0,Single Family Home,In-County
1104.0,Single Family Home,In-State (Out of County)
1104.0,Single Family Home,In-County
2372.0,Single Family Home,In-County
2143.0,Single Family Home,Out of State
1656.0,Single Family Home,Out of State
432.0,Apartment/Condo/Townhome,In-State (Out of County)
1269.0,Single Family Home,In-County
2561.0,Single Family Home,In-State (Out of County)
554.5,Apartment/Condo/Townhome,In-County
554.5,Apartment/Condo/Townhome,In-County
1680.0,Single Family Home,In-County
1076.0,Single Family Home,In-State (Out of County)
2475.0,Single Family Home,In-County
4667.0,Single Family Home,In-County
3348.0,Single Family Home,In-County
1240.0,Single Family Home,In-County
907.0,Apartment/Condo/Townhome,In-State (Out of County)
1998.0,Single Family Home,In-State (Out of County)
2618.0,Single Family Home,In-County
1907.0,Single Family Home,In-State (Out of County)
2592.0,Single Family Home,In-County
1808.0,Single Family Home,In-State (Out of County)
960.0,Single Family Home,In-County
2869.0,Single Family Home,In-State (Out of County)
2240.0,Single Family Home,In-State (Out of County)
2795.0,Single Family Home,In-State (Out of County)
2986.0,Single Family Home,In-County
432.0,Apartment/Condo/Townhome,In-County
1680.0,Single Family Home,In-County
2646.0,Single Family Home,In-State (Out of County)
960.0,Single Family Home,In-County
432.0,Apartment/Condo/Townhome,Out of State
2040.0,Single Family Home,In-State (Out of County)
2714.0,Single Family Home,In-State (Out of County)
3843.0,Single Family Home,Out of State
554.5,Apartment/Condo/Townhome,In-County
554.5,Apartment/Condo/Townhome,In-County
1432.0,Single Family Home,In-County
1918.0,Single Family Home,In-County
432.0,Apartment/Condo/Townhome,In-County
2625.0,Single Family Home,In-State (Out of County)
2625.0,Single Family Home,In-County
854.0,Single Family Home,In-County
1992.0,Single Family Home,In-County
2898.0,Single Family Home,In-State (Out of County)
3086.0,Single Family Home,In-State (Out of County)
1072.0,Single Family Home,In-State (Out of County)
2980.0,Single Family Home,Out of State
1708.0,Single Family Home,In-County
1056.0,Single Family Home,In-County
2304.0,Single Family Home,In-County
2704.0,Single Family Home,In-State (Out of County)
2440.0,Single Family Home,In-State (Out of County)
2659.0,Single Family Home,Out of State
432.0,Apartment/Condo/Townhome,In-State (Out of County)
770.0,Single Family Home,Out of State
1456.0,Single Family Home,In-State (Out of County)
3162.0,Single Family Home,In-State (Out of County)
3764.0,Single Family Home,Out of State
2418.0,Single Family Home,Out of State
2144.0,Single Family Home,In-County
636.0,Single Family Home,Out of State
2143.0,Single Family Home,In-State (Out of County)
2318.0,Single Family Home,In-County
5605.0,Single Family Home,In-County
2008.0,Single Family Home,In-State (Out of County)
3734.0,Single Family Home,In-State (Out of County)
2530.0,Single Family Home,In-County
3232.0,Single Family Home,Out of State
1999.0,Single Family Home,In-County
1849.0,Single Family Home,In-County
3407.0,Single Family Home,Out of State
3054.0,Single Family Home,In-State (Out of County)
4034.0,Single Family Home,In-State (Out of County)
2581.0,Single Family Home,In-County
4280.0,Single Family Home,In-County
3486.0,Single Family Home,In-State (Out of County)
1120.0,Single Family Home,In-County
3854.0,Single Family Home,In-State (Out of County)
880.0,Single Family Home,In-County
3907.0,Single Family Home,Out of State
2990.0,Single Family Home,In-County
3008.0,Single Family Home,Out of State
3939.0,Single Family Home,Out of State
3822.0,Single Family Home,Out of State
2676.0,Single Family Home,Out of State
2480.0,Single Family Home,In-County
1952.0,Single Family Home,Out of State
1531.0,Apartment/Condo/Townhome,Out of State
896.0,Single Family Home,In-State (Out of County)
2904.0,Single Family Home,In-County
2219.0,Single Family Home,Out of State
2082.0,Single Family Home,In-State (Out of County)
816.0,Single Family Home,In-County
2245.0,Single Family Home,In-State (Out of County)
4902.0,Single Family Home,Out of State
854.0,Single Family Home,In-County
2740.0,Single Family Home,Out of State
3090.0,Single Family Home,Out of State
980.0,Apartment/Condo/Townhome,In-County
1323.0,Single Family Home,Out of State
1689.0,Single Family Home,In-State (Out of County)
2190.0,Single Family Home,Out of State
2765.0,Single Family Home,In-State (Out of County)
2689.0,Single Family Home,Out of State
3002.0,Single Family Home,Out of State
39639.0,Apartment/Condo/Townhome,In-County
2199.0,Single Family Home,In-County
2738.0,Single Family Home,In-County
2176.0,Single Family Home,In-County
3938.0,Single Family Home,Out of State
2856.0,Single Family Home,Out of State
2052.0,Single Family Home,Out of State
2862.0,Single Family Home,In-State (Out of County)
1536.0,Single Family Home,In-State (Out of County)
6058.0,Single Family Home,In-State (Out of County)
3190.0,Single Family Home,In-State (Out of County)
3274.0,Single Family Home,In-County
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,Out of State
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,Out of State
1875.0,Apartment/Condo/Townhome,Out of State
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,Out of State
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,Out of State
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,Out of State
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,Out of State
1875.0,Apartment/Condo/Townhome,In-County
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1512.0,Single Family Home,In-State (Out of County)
960.0,Single Family Home,In-State (Out of County)
1976.0,Single Family Home,Out of State
3486.0,Single Family Home,In-County
1376.0,Single Family Home,In-County
2651.0,Single Family Home,In-State (Out of County)
2513.0,Single Family Home,In-County
11841.0,Single Family Home,Out of State
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
1616.0,Single Family Home,In-County
907.0,Apartment/Condo/Townhome,In-State (Out of County)
2282.0,Single Family Home,Out of State
768.0,Single Family Home,In-State (Out of County)
1056.0,Single Family Home,In-County
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
2376.0,Single Family Home,In-County
2616.0,Single Family Home,In-County
854.0,Single Family Home,Out of State
2320.0,Single Family Home,In-County
1478.0,Single Family Home,In-County
2692.0,Single Family Home,Out of State
3642.0,Single Family Home,In-State (Out of County)
4112.0,Single Family Home,In-County
816.0,Single Family Home,In-State (Out of County)
1216.0,Single Family Home,In-State (Out of County)
1464.0,Single Family Home,Out of State
960.0,Single Family Home,In-State (Out of County)
854.0,Single Family Home,Out of State
2870.0,Single Family Home,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
3555.0,Single Family Home,In-County
3521.0,Single Family Home,In-State (Out of County)
1308.0,Single Family Home,In-State (Out of County)
1278.0,Single Family Home,In-County
1618.0,Single Family Home,Out of State
4608.0,Single Family Home,In-State (Out of County)
1196.0,Single Family Home,In-State (Out of County)
1972.0,Single Family Home,In-State (Out of County)
2209.0,Single Family Home,Out of State
1872.0,Single Family Home,In-State (Out of County)
1288.0,Single Family Home,In-State (Out of County)
3166.0,Single Family Home,Out of State
22215.0,Apartment/Condo/Townhome,Out of State
1680.0,Single Family Home,Out of State
2714.0,Single Family Home,In-State (Out of County)
1320.0,Single Family Home,In-State (Out of County)
3496.0,Single Family Home,In-State (Out of County)
2042.0,Single Family Home,In-County
3913.0,Single Family Home,Out of State
1839.0,Single Family Home,In-County
3276.0,Single Family Home,Out of State
2854.0,Single Family Home,Out of State
3241.0,Single Family Home,In-State (Out of County)
1875.0,Apartment/Condo/Townhome,In-State (Out of County)
3876.0,Single Family Home,In-State (Out of County)
960.0,Single Family Home,In-State (Out of County)
2139.0,Single Family Home,In-County
1264.0,Single Family Home,Out of State
1464.0,Single Family Home,In-County
26136.0,Commercial,In-County
530.0,Single Family Home,In-County
2040.0,Single Family Home,Out of State
1909.0,Single Family Home,In-State (Out of County)
4059.0,Single Family Home,In-State (Out of County)
554.0,Apartment/Condo/Townhome,In-County
554.0,Apartment/Condo/Townhome,In-County
1098.0,Apartment/Condo/Townhome,In-State (Out of County)
980.0,Apartment/Condo/Townhome,In-County
22215.0,Commercial,In-County
17076.0,Apartment/Condo/Townhome,In-County
2158.0,Single Family Home,In-State (Out of County)
4997.0,Single Family Home,In-County
6008.0,Single Family Home,In-State (Out of County)
3309.0,Single Family Home,In-State (Out of County)
2272.0,Single Family Home,In-County
1118.0,Single Family Home,In-County
960.0,Single Family Home,In-County
980.0,Apartment/Condo/Townhome,In-State (Out of County)
2926.0,Single Family Home,Out of State
1742.0,Single Family Home,In-County
1960.0,Single Family Home,Out of State
1464.0,Single Family Home,In-State (Out of County)
2072.0,Single Family Home,In-County
1976.0,Single Family Home,Out of State
1800.0,Single Family Home,Out of State
1904.0,Single Family Home,In-County
2606.0,Single Family Home,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Commercial,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
4453.0,Commercial,Out of State
4099.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
3203.0,Apartment/Condo/Townhome,Out of State
3203.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
4357.0,Apartment/Condo/Townhome,In-County
4008.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3203.0,Apartment/Condo/Townhome,In-State (Out of County)
3203.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Commercial,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
4007.0,Apartment/Condo/Townhome,In-County
4737.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
3551.0,Apartment/Condo/Townhome,In-State (Out of County)
4007.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3203.0,Apartment/Condo/Townhome,Out of State
3203.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
4008.0,Apartment/Condo/Townhome,Out of State
4357.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3203.0,Commercial,Out of State
3203.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Commercial,Out of State
4675.0,Apartment/Condo/Townhome,In-State (Out of County)
4060.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3203.0,Apartment/Condo/Townhome,Out of State
3203.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3212.0,Apartment/Condo/Townhome,In-State (Out of County)
4008.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-County
3203.0,Apartment/Condo/Townhome,In-State (Out of County)
3203.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
4007.0,Apartment/Condo/Townhome,Out of State
4007.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
3203.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
4008.0,Apartment/Condo/Townhome,In-State (Out of County)
3972.0,Apartment/Condo/Townhome,In-County
2800.0,Commercial,Out of State
3203.0,Apartment/Condo/Townhome,In-State (Out of County)
3203.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3566.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Commercial,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Commercial,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
3109.0,Apartment/Condo/Townhome,In-State (Out of County)
3801.0,Apartment/Condo/Townhome,In-State (Out of County)
4339.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Commercial,Out of State
2800.0,Commercial,In-State (Out of County)
2800.0,Commercial,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Commercial,In-State (Out of County)
3304.0,Apartment/Condo/Townhome,In-State (Out of County)
3869.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Commercial,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Commercial,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3542.0,Apartment/Condo/Townhome,Out of State
4522.0,Apartment/Condo/Townhome,In-State (Out of County)
4683.0,Apartment/Condo/Townhome,In-State (Out of County)
3253.0,Commercial,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3669.0,Apartment/Condo/Townhome,In-State (Out of County)
3124.0,Apartment/Condo/Townhome,Out of State
3358.0,Apartment/Condo/Townhome,Out of State
3035.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3427.0,Apartment/Condo/Townhome,In-State (Out of County)
2691.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2947.0,Apartment/Condo/Townhome,In-State (Out of County)
2833.0,Apartment/Condo/Townhome,Out of State
2741.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
4707.0,Apartment/Condo/Townhome,Out of State
3436.0,Apartment/Condo/Townhome,In-State (Out of County)
2850.0,Apartment/Condo/Townhome,Out of State
2833.0,Apartment/Condo/Townhome,Out of State
2816.0,Apartment/Condo/Townhome,Out of State
3771.0,Apartment/Condo/Townhome,In-State (Out of County)
3042.0,Apartment/Condo/Townhome,In-State (Out of County)
2807.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2764.0,Apartment/Condo/Townhome,In-State (Out of County)
2618.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2805.0,Apartment/Condo/Townhome,In-State (Out of County)
2964.0,Apartment/Condo/Townhome,Out of State
3073.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2833.0,Apartment/Condo/Townhome,Out of State
2984.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Commercial,Out of State
3135.0,Apartment/Condo/Townhome,Out of State
2945.0,Apartment/Condo/Townhome,In-State (Out of County)
3054.0,Apartment/Condo/Townhome,Out of State
3500.0,Apartment/Condo/Townhome,Out of State
3083.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Commercial,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2780.0,Commercial,Out of State
2800.0,Commercial,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
3187.0,Apartment/Condo/Townhome,In-State (Out of County)
2775.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3264.0,Apartment/Condo/Townhome,In-State (Out of County)
2907.0,Apartment/Condo/Townhome,In-County
3833.0,Apartment/Condo/Townhome,Out of State
3668.0,Commercial,Out of State
4170.0,Apartment/Condo/Townhome,Out of State
2879.0,Commercial,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Commercial,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Commercial,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
3453.0,Apartment/Condo/Townhome,In-State (Out of County)
2566.0,Commercial,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Commercial,Out of State
2965.0,Apartment/Condo/Townhome,Out of State
4635.0,Apartment/Condo/Townhome,Out of State
3345.0,Apartment/Condo/Townhome,In-State (Out of County)
3452.0,Apartment/Condo/Townhome,Out of State
3014.0,Apartment/Condo/Townhome,Out of State
2567.0,Commercial,Out of State
3190.0,Apartment/Condo/Townhome,In-County
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,Out of State
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
2800.0,Apartment/Condo/Townhome,In-State (Out of County)
1436.0,Single Family Home,Out of State
1512.0,Single Family Home,In-County
1612.0,Single Family Home,Out of State
1570.0,Single Family Home,In-County
3174.0,Single Family Home,Out of State
3361.0,Single Family Home,Out of State
3187.0,Single Family Home,In-County
4838.0,Single Family Home,Out of State
2772.0,Single Family Home,In-State (Out of County)
3691.0,Single Family Home,In-County
2577.0,Single Family Home,In-County
4172.0,Single Family Home,In-State (Out of County)
1419.0,Single Family Home,In-State (Out of County)
980.0,Apartment/Condo/Townhome,In-County
1050.0,Apartment/Condo/Townhome,In-County
1080.0,Single Family Home,In-State (Out of County)
980.0,Single Family Home,In-County
980.0,Apartment/Condo/Townhome,In-County
770.0,Single Family Home,In-State (Out of County)
1776.0,Single Family Home,Out of State
4791.0,Single Family Home,Out of State
5729.0,Single Family Home,In-State (Out of County)
2691.0,Single Family Home,Out of State
4344.0,Single Family Home,Out of State
3538.0,Single Family Home,In-County
980.0,Apartment/Condo/Townhome,In-County
1274.0,Single Family Home,In-State (Out of County)
4258.0,Single Family Home,In-State (Out of County)
3536.0,Single Family Home,Out of State
4293.0,Single Family Home,Out of State
1980.0,Single Family Home,In-County
3250.0,Single Family Home,In-State (Out of County)
1908.0,Single Family Home,In-County
1056.0,Single Family Home,In-County
2367.0,Single Family Home,In-County
1682.0,Single Family Home,Out of State
1992.0,Single Family Home,In-State (Out of County)
2352.0,Single Family Home,Out of State
2498.0,Single Family Home,In-State (Out of County)
1798.0,Commercial,In-County
1792.0,Commercial,In-County
1790.0,Commercial,In-County
1793.0,Commercial,In-County
2206.0,Commercial,In-County
2063.0,Commercial,In-County
1796.0,Commercial,In-County
1790.0,Commercial,In-County
2813.0,Single Family Home,In-State (Out of County)
907.0,Apartment/Condo/Townhome,Out of State
2300.0,Single Family Home,Out of State
4674.0,Single Family Home,In-County
3328.0,Single Family Home,Out of State
1792.0,Single Family Home,In-State (Out of County)
4608.0,Single Family Home,Out of State
3724.0,Single Family Home,Out of State
1628.0,Single Family Home,In-County
1568.0,Single Family Home,In-County
4800.0,Single Family Home,Out of State
1512.0,Single Family Home,In-County
6695.0,Single Family Home,Out of State
2566.0,Single Family Home,Out of State
3144.0,Single Family Home,Out of State
5130.0,Single Family Home,Out of State
54058.0,Commercial,In-County
1656.0,Single Family Home,In-State (Out of County)
1740.0,Single Family Home,Out of State
2647.0,Single Family Home,In-County
1749.0,Single Family Home,In-County
2909.0,Single Family Home,In-County
2487.0,Single Family Home,In-State (Out of County)
2930.0,Single Family Home,Out of State
6258.0,Single Family Home,Out of State
3323.0,Single Family Home,In-State (Out of County)
5507.0,Single Family Home,In-State (Out of County)
3347.0,Single Family Home,Out of State
3427.0,Single Family Home,Out of State
3636.0,Single Family Home,In-County
3561.0,Single Family Home,Out of State
1548.0,Single Family Home,In-County
766808.0,Commercial,In-State (Out of County)
1012.0,Commercial,In-State (Out of County)
6198.0,Commercial,In-State (Out of County)
17211.0,Apartment/Condo/Townhome,In-State (Out of County)
1920.0,Commercial,In-State (Out of County)
1932.0,Commercial,In-State (Out of County)
24794.0,Commercial,In-State (Out of County)
2666.0,Commercial,In-State (Out of County)
1056.0,Apartment/Condo/Townhome,In-State (Out of County)
1056.0,Apartment/Condo/Townhome,In-State (Out of County)
3592.0,Single Family Home,In-State (Out of County)
2951.0,Single Family Home,In-State (Out of County)
2367.0,Single Family Home,In-County
2524.0,Single Family Home,In-County
2224.0,Single Family Home,In-State (Out of County)
1288.0,Single Family Home,In-County
1920.0,Single Family Home,In-County
1280.0,Single Family Home,In-County
8016.0,Single Family Home,In-County
43560.0,Apartment/Condo/Townhome,In-County
3104.0,Single Family Home,In-County
1464.0,Single Family Home,In-State (Out of County)
2880.0,Single Family Home,In-State (Out of County)
3233.0,Single Family Home,In-State (Out of County)
554.0,Apartment/Condo/Townhome,In-County
554.0,Apartment/Condo/Townhome,In-County
1896.0,Single Family Home,In-County
864.0,Single Family Home,In-County
1906.0,Single Family Home,In-County
3424.0,Single Family Home,Out of State
3046.0,Single Family Home,Out of State
4401.0,Single Family Home,In-County
3332.0,Single Family Home,In-County
1111.0,Apartment/Condo/Townhome,In-County
907.0,Apartment/Condo/Townhome,In-State (Out of County)
907.0,Apartment/Condo/Townhome,Out of State
907.0,Apartment/Condo/Townhome,In-State (Out of County)
907.0,Apartment/Condo/Townhome,In-State (Out of County)
3614.0,Single Family Home,In-County
4775.0,Single Family Home,Out of State
4342.0,Single Family Home,In-State (Out of County)
5034.0,Single Family Home,In-State (Out of County)
5908.0,Single Family Home,Out of State
5034.0,Single Family Home,Out of State
6730.0,Single Family Home,In-State (Out of County)
3790.0,Single Family Home,In-County
15348.0,Single Family Home,In-County
833.0,Single Family Home,In-State (Out of County)
3459.0,Single Family Home,Out of State
3834.0,Single Family Home,In-County
1893.0,Single Family Home,In-County
1104.0,Single Family Home,In-County
4822.0,Single Family Home,In-State (Out of County)
5353.0,Single Family Home,Out of State
4751.0,Single Family Home,In-County
4136.0,Single Family Home,In-County
3674.0,Single Family Home,Out of State
4460.0,Single Family Home,In-County
4958.0,Single Family Home,Out of State
7498.0,Single Family Home,Out of State
