sfla,BuildingType,LocationType
1293.0,Apartment/Condo/Townhome,In-County
1473.0,Apartment/Condo/Townhome,In-County
1186.0,Apartment/Condo/Townhome,In-State (Out of County)
2306.0,Single Family Home,In-County
2278.0,Single Family Home,In-State (Out of County)
2300.0,Single Family Home,In-County
2293.0,Single Family Home,Out of State
2290.0,Single Family Home,In-State (Out of County)
2312.0,Single Family Home,Out of State
1186.0,Apartment/Condo/Townhome,Out of State
1473.0,Apartment/Condo/Townhome,In-County
1024.0,Apartment/Condo/Townhome,In-County
1234.0,Apartment/Condo/Townhome,In-County
756.0,Apartment/Condo/Townhome,Out of State
3987.0,Single Family Home,Out of State
4897.0,Single Family Home,In-State (Out of County)
408.0,Apartment/Condo/Townhome,In-State (Out of County)
3743.0,Single Family Home,Out of State
3602.0,Single Family Home,Out of State
3902.0,Single Family Home,Out of State
1714.0,Apartment/Condo/Townhome,Out of State
1714.0,Apartment/Condo/Townhome,In-State (Out of County)
1748.0,Apartment/Condo/Townhome,In-State (Out of County)
1714.0,Apartment/Condo/Townhome,In-County
1714.0,Apartment/Condo/Townhome,In-State (Out of County)
1748.0,Apartment/Condo/Townhome,In-State (Out of County)
2218.0,Single Family Home,In-County
4036.0,Single Family Home,Out of State
2939.0,Single Family Home,In-County
4134.0,Single Family Home,Out of State
2920.0,Single Family Home,In-County
7637.0,Single Family Home,In-State (Out of County)
7735.0,Single Family Home,In-County
4826.0,Single Family Home,In-County
5960.0,Single Family Home,Out of State
4407.0,Single Family Home,Out of State
4513.0,Single Family Home,In-County
3922.0,Single Family Home,In-State (Out of County)
4890.0,Single Family Home,In-State (Out of County)
4296.0,Single Family Home,Out of State
5755.0,Single Family Home,Out of State
4450.0,Single Family Home,In-County
5290.0,Single Family Home,In-County
5039.0,Single Family Home,In-County
7113.0,Single Family Home,In-State (Out of County)
2873.0,Single Family Home,Out of State
2073456.0,Commercial,In-County
5643.0,Single Family Home,Out of State
4875.0,Single Family Home,Out of State
4471.0,Single Family Home,Out of State
5189.0,Single Family Home,In-State (Out of County)
5253.0,Single Family Home,Out of State
7326.0,Single Family Home,Out of State
5183.0,Single Family Home,Out of State
1362121.0,Commercial,In-County
4015.0,Single Family Home,Out of State
6838.0,Single Family Home,Out of State
6197.0,Single Family Home,Out of State
5859.0,Single Family Home,Out of State
5200.0,Single Family Home,Out of State
6394.0,Single Family Home,In-State (Out of County)
5498.0,Single Family Home,Out of State
7540.0,Single Family Home,Out of State
6009.0,Single Family Home,Out of State
5600.0,Single Family Home,In-County
4742.0,Single Family Home,Out of State
15682.0,Commercial,In-County
2181.0,Apartment/Condo/Townhome,In-State (Out of County)
1690.0,Apartment/Condo/Townhome,Out of State
1690.0,Apartment/Condo/Townhome,In-State (Out of County)
2181.0,Apartment/Condo/Townhome,Out of State
2181.0,Apartment/Condo/Townhome,In-State (Out of County)
1690.0,Apartment/Condo/Townhome,In-County
1690.0,Apartment/Condo/Townhome,In-State (Out of County)
2181.0,Apartment/Condo/Townhome,In-State (Out of County)
1166.0,Apartment/Condo/Townhome,In-State (Out of County)
1166.0,Apartment/Condo/Townhome,In-State (Out of County)
882.0,Apartment/Condo/Townhome,In-County
1302.0,Apartment/Condo/Townhome,In-State (Out of County)
1166.0,Apartment/Condo/Townhome,In-County
1166.0,Apartment/Condo/Townhome,In-State (Out of County)
1256.0,Apartment/Condo/Townhome,Out of State
1283.0,Apartment/Condo/Townhome,In-State (Out of County)
877.0,Apartment/Condo/Townhome,In-State (Out of County)
1308.0,Apartment/Condo/Townhome,In-State (Out of County)
1308.0,Apartment/Condo/Townhome,Out of State
1283.0,Apartment/Condo/Townhome,In-State (Out of County)
877.0,Apartment/Condo/Townhome,In-State (Out of County)
1166.0,Apartment/Condo/Townhome,Out of State
1166.0,Apartment/Condo/Townhome,In-County
614.0,Apartment/Condo/Townhome,In-County
614.0,Apartment/Condo/Townhome,In-County
8624.666666666666,Apartment/Condo/Townhome,In-County
8624.666666666666,Apartment/Condo/Townhome,In-County
8624.666666666666,Apartment/Condo/Townhome,In-County
1264.0,Apartment/Condo/Townhome,In-County
1023.0,Apartment/Condo/Townhome,In-County
1100.0,Commercial,In-County
339.0,Commercial,In-County
445.0,Commercial,In-County
308.0,Commercial,In-County
480031.0,Commercial,Out of State
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
1800.4666666666667,Apartment/Condo/Townhome,In-County
4802.0,Single Family Home,In-State (Out of County)
1392.0,Single Family Home,In-State (Out of County)
2571.0,Apartment/Condo/Townhome,In-County
3079.0,Apartment/Condo/Townhome,In-State (Out of County)
2587.0,Apartment/Condo/Townhome,In-State (Out of County)
3079.0,Apartment/Condo/Townhome,In-County
1153.0,Apartment/Condo/Townhome,In-County
1136.0,Apartment/Condo/Townhome,In-County
1157.0,Apartment/Condo/Townhome,In-County
1120.0,Apartment/Condo/Townhome,In-County
1141.0,Apartment/Condo/Townhome,In-County
1161.0,Apartment/Condo/Townhome,In-County
1143.0,Apartment/Condo/Townhome,In-County
1418.0,Apartment/Condo/Townhome,In-County
1186.0,Apartment/Condo/Townhome,In-County
1169.0,Apartment/Condo/Townhome,In-County
1163.0,Apartment/Condo/Townhome,In-County
1115.0,Apartment/Condo/Townhome,In-County
1143.0,Apartment/Condo/Townhome,In-County
1160.0,Apartment/Condo/Townhome,In-County
1155.0,Apartment/Condo/Townhome,In-County
1418.0,Apartment/Condo/Townhome,In-County
1176.0,Apartment/Condo/Townhome,In-County
1163.0,Apartment/Condo/Townhome,In-County
1144.0,Apartment/Condo/Townhome,In-County
1150.0,Apartment/Condo/Townhome,In-County
1489.0,Apartment/Condo/Townhome,In-County
556.0,Commercial,In-County
23958.0,Commercial,In-State (Out of County)
952.0,Single Family Home,In-State (Out of County)
4081.0,Single Family Home,Out of State
3903.0,Single Family Home,Out of State
2931.0,Single Family Home,Out of State
4387.0,Single Family Home,Out of State
4196.0,Single Family Home,In-County
3348.0,Single Family Home,In-County
2560.0,Single Family Home,In-County
6717.0,Single Family Home,In-County
3410.0,Single Family Home,Out of State
3382.0,Single Family Home,In-County
4213.0,Single Family Home,In-County
5961.0,Single Family Home,In-County
4075.0,Single Family Home,In-State (Out of County)
2514.0,Single Family Home,In-County
2419.0,Single Family Home,In-County
1170.0,Apartment/Condo/Townhome,In-County
1660.0,Apartment/Condo/Townhome,In-County
1831.0,Apartment/Condo/Townhome,In-County
1898.0,Apartment/Condo/Townhome,In-County
1845.0,Apartment/Condo/Townhome,In-County
2450.0,Single Family Home,In-County
1591.0,Single Family Home,In-County
2203.0,Single Family Home,In-County
1170.0,Apartment/Condo/Townhome,In-County
1898.0,Apartment/Condo/Townhome,In-County
2419.0,Single Family Home,In-County
2419.0,Single Family Home,In-County
2515.0,Single Family Home,In-County
1873.0,Apartment/Condo/Townhome,In-County
1843.0,Apartment/Condo/Townhome,In-County
1386.0,Single Family Home,In-County
1386.0,Single Family Home,In-County
1771.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
1314.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
901.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
902.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
1345.0,Apartment/Condo/Townhome,In-County
1325.0,Apartment/Condo/Townhome,In-County
902.0,Apartment/Condo/Townhome,In-County
1304.0,Apartment/Condo/Townhome,In-County
1321.0,Apartment/Condo/Townhome,In-County
1322.0,Apartment/Condo/Townhome,In-County
902.0,Apartment/Condo/Townhome,In-County
1332.0,Apartment/Condo/Townhome,In-County
902.0,Apartment/Condo/Townhome,In-County
2939.0,Single Family Home,In-County
2419.0,Single Family Home,In-County
3299.0,Single Family Home,In-State (Out of County)
2974.0,Single Family Home,Out of State
2991.0,Single Family Home,In-County
2424.0,Single Family Home,In-County
2418.0,Single Family Home,In-County
2951.0,Single Family Home,In-County
3024.0,Single Family Home,In-State (Out of County)
2951.0,Single Family Home,In-County
3065.0,Single Family Home,Out of State
2292.0,Single Family Home,In-County
3044.0,Single Family Home,In-County
2471.0,Single Family Home,In-County
2457.0,Single Family Home,In-County
3004.0,Single Family Home,In-County
3698.0,Single Family Home,In-State (Out of County)
3298.0,Single Family Home,In-County
2464.0,Single Family Home,In-County
2463.0,Single Family Home,In-County
2779.0,Single Family Home,In-County
2951.0,Single Family Home,In-County
3098.0,Single Family Home,In-County
4812.0,Single Family Home,In-State (Out of County)
3264.0,Single Family Home,Out of State
3505.0,Single Family Home,In-State (Out of County)
2740.0,Single Family Home,In-County
4985.0,Single Family Home,Out of State
4414.0,Single Family Home,In-State (Out of County)
5344.0,Single Family Home,Out of State
4448.0,Single Family Home,Out of State
3974.0,Single Family Home,Out of State
1333.0,Apartment/Condo/Townhome,In-County
1306.0,Apartment/Condo/Townhome,In-County
1333.0,Apartment/Condo/Townhome,In-County
2431.0,Apartment/Condo/Townhome,In-State (Out of County)
1690.0,Apartment/Condo/Townhome,In-State (Out of County)
1690.0,Apartment/Condo/Townhome,Out of State
2431.0,Apartment/Condo/Townhome,Out of State
2433.0,Apartment/Condo/Townhome,Out of State
2377.0,Apartment/Condo/Townhome,Out of State
2433.0,Apartment/Condo/Townhome,In-County
2377.0,Apartment/Condo/Townhome,In-County
3110.0,Apartment/Condo/Townhome,Out of State
3111.0,Apartment/Condo/Townhome,Out of State
4173.0,Single Family Home,In-County
2204.0,Apartment/Condo/Townhome,In-County
6719.0,Single Family Home,Out of State
5944.0,Single Family Home,Out of State
2894.0,Single Family Home,In-County
933.0,Apartment/Condo/Townhome,Out of State
484.0,Apartment/Condo/Townhome,In-County
625.0,Apartment/Condo/Townhome,In-State (Out of County)
626.0,Apartment/Condo/Townhome,In-County
948.0,Apartment/Condo/Townhome,Out of State
926.0,Apartment/Condo/Townhome,Out of State
963.0,Apartment/Condo/Townhome,Out of State
695.0,Apartment/Condo/Townhome,In-State (Out of County)
912.0,Apartment/Condo/Townhome,Out of State
623.0,Apartment/Condo/Townhome,Out of State
901.0,Apartment/Condo/Townhome,Out of State
624.0,Apartment/Condo/Townhome,Out of State
1051.0,Apartment/Condo/Townhome,Out of State
1142.0,Apartment/Condo/Townhome,In-State (Out of County)
1056.0,Apartment/Condo/Townhome,Out of State
625.0,Apartment/Condo/Townhome,Out of State
917.0,Apartment/Condo/Townhome,Out of State
626.0,Apartment/Condo/Townhome,Out of State
629.0,Apartment/Condo/Townhome,In-State (Out of County)
671.0,Apartment/Condo/Townhome,In-State (Out of County)
964.0,Apartment/Condo/Townhome,Out of State
962.0,Apartment/Condo/Townhome,Out of State
677.0,Apartment/Condo/Townhome,In-State (Out of County)
916.0,Apartment/Condo/Townhome,In-State (Out of County)
630.0,Apartment/Condo/Townhome,In-State (Out of County)
911.0,Apartment/Condo/Townhome,In-State (Out of County)
627.0,Apartment/Condo/Townhome,In-State (Out of County)
634.0,Apartment/Condo/Townhome,Out of State
1143.0,Apartment/Condo/Townhome,Out of State
886.0,Apartment/Condo/Townhome,In-State (Out of County)
624.0,Apartment/Condo/Townhome,In-State (Out of County)
632.0,Apartment/Condo/Townhome,Out of State
627.0,Apartment/Condo/Townhome,In-State (Out of County)
845.0,Apartment/Condo/Townhome,Out of State
669.0,Apartment/Condo/Townhome,Out of State
848.0,Apartment/Condo/Townhome,In-State (Out of County)
550.0,Apartment/Condo/Townhome,Out of State
1127.0,Apartment/Condo/Townhome,Out of State
1236.0,Apartment/Condo/Townhome,Out of State
901.0,Apartment/Condo/Townhome,Out of State
1135.0,Apartment/Condo/Townhome,Out of State
606.0,Apartment/Condo/Townhome,Out of State
1231.0,Apartment/Condo/Townhome,Out of State
620.0,Apartment/Condo/Townhome,In-State (Out of County)
1015.0,Apartment/Condo/Townhome,In-State (Out of County)
1015.0,Apartment/Condo/Townhome,In-State (Out of County)
627.0,Apartment/Condo/Townhome,In-State (Out of County)
493.0,Apartment/Condo/Townhome,Out of State
627.0,Apartment/Condo/Townhome,Out of State
627.0,Apartment/Condo/Townhome,Out of State
632.0,Apartment/Condo/Townhome,In-County
923.0,Apartment/Condo/Townhome,In-State (Out of County)
1014.0,Apartment/Condo/Townhome,Out of State
1015.0,Apartment/Condo/Townhome,Out of State
1026.0,Apartment/Condo/Townhome,Out of State
1029.0,Apartment/Condo/Townhome,Out of State
727.0,Apartment/Condo/Townhome,Out of State
700.0,Apartment/Condo/Townhome,In-State (Out of County)
627.0,Apartment/Condo/Townhome,Out of State
628.0,Apartment/Condo/Townhome,Out of State
627.0,Apartment/Condo/Townhome,Out of State
921.0,Apartment/Condo/Townhome,Out of State
627.0,Apartment/Condo/Townhome,In-State (Out of County)
1025.0,Apartment/Condo/Townhome,Out of State
1025.0,Apartment/Condo/Townhome,Out of State
1015.0,Apartment/Condo/Townhome,Out of State
1020.0,Apartment/Condo/Townhome,In-State (Out of County)
687.0,Apartment/Condo/Townhome,In-County
697.0,Apartment/Condo/Townhome,Out of State
624.0,Apartment/Condo/Townhome,In-State (Out of County)
616.0,Apartment/Condo/Townhome,Out of State
623.0,Apartment/Condo/Townhome,In-State (Out of County)
933.0,Apartment/Condo/Townhome,In-County
625.0,Apartment/Condo/Townhome,In-County
1044.0,Apartment/Condo/Townhome,In-State (Out of County)
1036.0,Apartment/Condo/Townhome,Out of State
1457.0,Apartment/Condo/Townhome,In-State (Out of County)
1399.0,Apartment/Condo/Townhome,In-State (Out of County)
935.0,Apartment/Condo/Townhome,In-State (Out of County)
1339.0,Apartment/Condo/Townhome,Out of State
300.0,Commercial,In-State (Out of County)
8285.0,Commercial,In-State (Out of County)
2392.0,Apartment/Condo/Townhome,In-State (Out of County)
1994.0,Apartment/Condo/Townhome,In-State (Out of County)
2117.0,Single Family Home,In-County
1664.0,Apartment/Condo/Townhome,In-State (Out of County)
1664.0,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
615.9,Apartment/Condo/Townhome,In-State (Out of County)
2436.0,Commercial,Out of State
1810.0,Apartment/Condo/Townhome,In-County
1349.0,Single Family Home,Out of State
1360.0,Single Family Home,Out of State
1100.0,Apartment/Condo/Townhome,In-County
1499.0,Apartment/Condo/Townhome,In-County
1493.0,Apartment/Condo/Townhome,In-County
1102.0,Apartment/Condo/Townhome,In-County
1136.0,Apartment/Condo/Townhome,In-County
1480.0,Apartment/Condo/Townhome,In-County
1205.0,Apartment/Condo/Townhome,In-County
1487.0,Apartment/Condo/Townhome,In-County
1748.0,Apartment/Condo/Townhome,In-County
1726.0,Apartment/Condo/Townhome,In-County
1209.0,Apartment/Condo/Townhome,In-State (Out of County)
1726.0,Apartment/Condo/Townhome,In-State (Out of County)
3190.0,Single Family Home,In-County
3072.0,Single Family Home,Out of State
1840.0,Single Family Home,In-County
5470.0,Single Family Home,Out of State
5110.0,Single Family Home,In-County
4885.0,Single Family Home,Out of State
5323.0,Single Family Home,Out of State
5251.0,Single Family Home,Out of State
2524.0,Apartment/Condo/Townhome,Out of State
4006.0,Apartment/Condo/Townhome,Out of State
1692.0,Apartment/Condo/Townhome,In-County
1692.0,Apartment/Condo/Townhome,In-State (Out of County)
1692.0,Apartment/Condo/Townhome,Out of State
1692.0,Apartment/Condo/Townhome,In-County
